externalKey,tier_short,tier_label,tier_order,segment,role_fit,organization,region,state,state_name,city,county,city_county,locale_code,locale_display,saipe_numeric,saipe_display,basis,phone,website,outreach_program,outreach_link,students,school_count,source,detail
CAND|Francis Marion University|SC,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Francis Marion University,Southeast,SC,,Florence,Florence County,Florence / Florence County,41,41,17.5,17.5%,Locale 41,(843) 661-1362,https://www.fmarion.edu/,,,,,Higher Ed seed file,"{'Institution': 'Francis Marion University', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'SC', 'City': 'Florence', 'County': 'Florence County', 'ZIP': '29506', 'Locale': '41', 'Poverty Percent': '17.5', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Luther F Carter', 'Leader Title': 'President', 'Phone': '(843) 661-1362', 'Website': 'https://www.fmarion.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Fulton-Montgomery Community College|NY,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Fulton-Montgomery Community College,Northeast,NY,,Johnstown,Montgomery County,Johnstown / Montgomery County,41,41,15.5,15.5%,Locale 41,(518) 762-3622,https://www.fmcc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Fulton-Montgomery Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NY', 'City': 'Johnstown', 'County': 'Montgomery County', 'ZIP': '12095-3790', 'Locale': '41', 'Poverty Percent': '15.5', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. Gregory Truckenmiller', 'Leader Title': 'President', 'Phone': '(518) 762-3622', 'Website': 'https://www.fmcc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Glitz School of Cosmetology -  Santa Fe Campus|NM,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Glitz School of Cosmetology -  Santa Fe Campus,West,NM,,Santa Fe,Santa Fe County,Santa Fe / Santa Fe County,41,41,10.9,10.9%,Locale 41,(575) 532-5683,https://glitz.edu/,,,,,Higher Ed seed file,"{'Institution': 'Glitz School of Cosmetology -  Santa Fe Campus', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NM', 'City': 'Santa Fe', 'County': 'Santa Fe County', 'ZIP': '87508', 'Locale': '41', 'Poverty Percent': '10.9', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Mary Ann Luevano', 'Leader Title': 'President', 'Phone': '(575) 532-5683', 'Website': 'https://glitz.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Grays Harbor College|WA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Grays Harbor College,West,WA,,Aberdeen,Grays Harbor County,Aberdeen / Grays Harbor County,41,41,15.9,15.9%,Locale 41,(360) 532-9020,https://www.ghc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Grays Harbor College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'WA', 'City': 'Aberdeen', 'County': 'Grays Harbor County', 'ZIP': '98520-7599', 'Locale': '41', 'Poverty Percent': '15.9', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. Carli Schiffner', 'Leader Title': 'President', 'Phone': '(360) 532-9020', 'Website': 'https://www.ghc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Grayson College|TX,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Grayson College,West,TX,,Denison,Grayson County,Denison / Grayson County,41,41,11.0,11.0%,Locale 41,(903) 415-2592,https://grayson.edu/,,,,,Higher Ed seed file,"{'Institution': 'Grayson College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'TX', 'City': 'Denison', 'County': 'Grayson County', 'ZIP': '75020-8299', 'Locale': '41', 'Poverty Percent': '11.0', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr.  Jeremy McMillen', 'Leader Title': 'President', 'Phone': '(903) 415-2592', 'Website': 'https://grayson.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Greater Johnstown Career and Technology Center|PA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Greater Johnstown Career and Technology Center,Northeast,PA,,Johnstown,Cambria County,Johnstown / Cambria County,41,41,14.5,14.5%,Locale 41,(814) 266-6073,https://www.gjctc.org/,,,,,Higher Ed seed file,"{'Institution': 'Greater Johnstown Career and Technology Center', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'PA', 'City': 'Johnstown', 'County': 'Cambria County', 'ZIP': '15904-2998', 'Locale': '41', 'Poverty Percent': '14.5', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'John S. Augustine II', 'Leader Title': 'Administrative Director', 'Phone': '(814) 266-6073', 'Website': 'https://www.gjctc.org/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Green Country Technology Center|OK,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Green Country Technology Center,West,OK,,Okmulgee,Okmulgee County,Okmulgee / Okmulgee County,41,41,19.6,19.6%,Locale 41,9187580840221,https://gctcok.edu/,,,,,Higher Ed seed file,"{'Institution': 'Green Country Technology Center', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'OK', 'City': 'Okmulgee', 'County': 'Okmulgee County', 'ZIP': '74447-1217', 'Locale': '41', 'Poverty Percent': '19.6', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Roger King', 'Leader Title': 'Superintendent', 'Phone': '9187580840221', 'Website': 'https://gctcok.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|HDS Truck Driving Institute|AZ,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,HDS Truck Driving Institute,West,AZ,,Tucson,Pima County,Tucson / Pima County,41,41,13.8,13.8%,Locale 41,52072158254219,https://www.hdstruckdrivinginstitute.com/,,,,,Higher Ed seed file,"{'Institution': 'HDS Truck Driving Institute', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'AZ', 'City': 'Tucson', 'County': 'Pima County', 'ZIP': '85756', 'Locale': '41', 'Poverty Percent': '13.8', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Amy Woods', 'Leader Title': 'School Director', 'Phone': '52072158254219', 'Website': 'https://www.hdstruckdrivinginstitute.com/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Halifax Community College|NC,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Halifax Community College,Southeast,NC,,Weldon,Halifax County,Weldon / Halifax County,41,41,18.8,18.8%,Locale 41,(252) 536-2551,https://halifaxcc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Halifax Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NC', 'City': 'Weldon', 'County': 'Halifax County', 'ZIP': '27890', 'Locale': '41', 'Poverty Percent': '18.8', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. Patrena Elliott', 'Leader Title': 'President/CEO', 'Phone': '(252) 536-2551', 'Website': 'https://halifaxcc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Hampshire College|MA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Hampshire College,Northeast,MA,,Amherst,Hampshire County,Amherst / Hampshire County,41,41,12.3,12.3%,Locale 41,(413) 549-4600,https://www.hampshire.edu/,,,,,Higher Ed seed file,"{'Institution': 'Hampshire College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MA', 'City': 'Amherst', 'County': 'Hampshire County', 'ZIP': '01002-5001', 'Locale': '41', 'Poverty Percent': '12.3', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Edward Wingenbach', 'Leader Title': 'President', 'Phone': '(413) 549-4600', 'Website': 'https://www.hampshire.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Hawkeye Community College|IA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Hawkeye Community College,Northeast,IA,,Waterloo,Black Hawk County,Waterloo / Black Hawk County,41,41,14.2,14.2%,Locale 41,(319) 296-2320,https://www.hawkeyecollege.edu/,,,,,Higher Ed seed file,"{'Institution': 'Hawkeye Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'IA', 'City': 'Waterloo', 'County': 'Black Hawk County', 'ZIP': '50701', 'Locale': '41', 'Poverty Percent': '14.2', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Todd Holcomb', 'Leader Title': 'President', 'Phone': '(319) 296-2320', 'Website': 'https://www.hawkeyecollege.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Haywood Community College|NC,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Haywood Community College,Southeast,NC,,Clyde,Haywood County,Clyde / Haywood County,41,41,13.6,13.6%,Locale 41,(828) 627-2821,https://www.haywood.edu/,,,,,Higher Ed seed file,"{'Institution': 'Haywood Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NC', 'City': 'Clyde', 'County': 'Haywood County', 'ZIP': '28721-9901', 'Locale': '41', 'Poverty Percent': '13.6', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. Shelley White', 'Leader Title': 'President', 'Phone': '(828) 627-2821', 'Website': 'https://www.haywood.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Henderson Community College|KY,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Henderson Community College,Mid-Atlantic,KY,,Henderson,Henderson County,Henderson / Henderson County,41,41,15.7,15.7%,Locale 41,(270) 827-1867,https://henderson.kctcs.edu/,,,,,Higher Ed seed file,"{'Institution': 'Henderson Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'KY', 'City': 'Henderson', 'County': 'Henderson County', 'ZIP': '42420-4699', 'Locale': '41', 'Poverty Percent': '15.7', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. Jason Warren', 'Leader Title': 'President/CEO', 'Phone': '(270) 827-1867', 'Website': 'https://henderson.kctcs.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Heritage Bible College|NC,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Heritage Bible College,Southeast,NC,,Dunn,Harnett County,Dunn / Harnett County,41,41,13.2,13.2%,Locale 41,(910) 892-3178,https://www.heritagebiblecollege.edu/,,,,,Higher Ed seed file,"{'Institution': 'Heritage Bible College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NC', 'City': 'Dunn', 'County': 'Harnett County', 'ZIP': '28334', 'Locale': '41', 'Poverty Percent': '13.2', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Stephen Rzonca', 'Leader Title': 'President', 'Phone': '(910) 892-3178', 'Website': 'https://www.heritagebiblecollege.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Heritage University|WA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Heritage University,West,WA,,Toppenish,Yakima County,Toppenish / Yakima County,41,41,16.7,16.7%,Locale 41,(888) 272-6190,https://www.heritage.edu/,,,,,Higher Ed seed file,"{'Institution': 'Heritage University', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'WA', 'City': 'Toppenish', 'County': 'Yakima County', 'ZIP': '98948', 'Locale': '41', 'Poverty Percent': '16.7', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Andrew Sund', 'Leader Title': 'President', 'Phone': '(888) 272-6190', 'Website': 'https://www.heritage.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|High Plains Technology Center|OK,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,High Plains Technology Center,West,OK,,Woodward,Woodward County,Woodward / Woodward County,41,41,15.0,15.0%,Locale 41,(580) 256-6618,https://www.hptc.edu/,,,,,Higher Ed seed file,"{'Institution': 'High Plains Technology Center', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'OK', 'City': 'Woodward', 'County': 'Woodward County', 'ZIP': '73801', 'Locale': '41', 'Poverty Percent': '15.0', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Barclay Holt', 'Leader Title': 'Superintendent', 'Phone': '(580) 256-6618', 'Website': 'https://www.hptc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Highland Community College|IL,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Highland Community College,Northeast,IL,,Freeport,Stephenson County,Freeport / Stephenson County,41,41,14.1,14.1%,Locale 41,(815) 235-6121,https://www.highland.edu/,,,,,Higher Ed seed file,"{'Institution': 'Highland Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'IL', 'City': 'Freeport', 'County': 'Stephenson County', 'ZIP': '61032-9341', 'Locale': '41', 'Poverty Percent': '14.1', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Christina Kuberski', 'Leader Title': 'President', 'Phone': '(815) 235-6121', 'Website': 'https://www.highland.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Holyoke Community College|MA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Holyoke Community College,Northeast,MA,,Holyoke,Hampden County,Holyoke / Hampden County,41,41,16.0,16.0%,Locale 41,(413) 552-2000,https://www.hcc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Holyoke Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MA', 'City': 'Holyoke', 'County': 'Hampden County', 'ZIP': '01040', 'Locale': '41', 'Poverty Percent': '16.0', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'George Timmons', 'Leader Title': 'President', 'Phone': '(413) 552-2000', 'Website': 'https://www.hcc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Imperial Valley College|CA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Imperial Valley College,West,CA,,Imperial,Imperial County,Imperial / Imperial County,41,41,18.8,18.8%,Locale 41,(760) 352-8320,https://www.imperial.edu/,,,,,Higher Ed seed file,"{'Institution': 'Imperial Valley College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'CA', 'City': 'Imperial', 'County': 'Imperial County', 'ZIP': '92251-0158', 'Locale': '41', 'Poverty Percent': '18.8', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. Lennor Johnson', 'Leader Title': 'Superintendent/President', 'Phone': '(760) 352-8320', 'Website': 'https://www.imperial.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Independence Community College|KS,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Independence Community College,Northeast,KS,,Independence,Montgomery County,Independence / Montgomery County,41,41,14.6,14.6%,Locale 41,(620) 331-4100,https://www.indycc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Independence Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'KS', 'City': 'Independence', 'County': 'Montgomery County', 'ZIP': '67301-0708', 'Locale': '41', 'Poverty Percent': '14.6', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Jonathan Sadhoo', 'Leader Title': 'President', 'Phone': '(620) 331-4100', 'Website': 'https://www.indycc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Indiana County Technology Center|PA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Indiana County Technology Center,Northeast,PA,,Indiana,Indiana County,Indiana / Indiana County,41,41,16.0,16.0%,Locale 41,(724) 349-6700,https://www.ictc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Indiana County Technology Center', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'PA', 'City': 'Indiana', 'County': 'Indiana County', 'ZIP': '15701-1465', 'Locale': '41', 'Poverty Percent': '16.0', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Michael McDermott', 'Leader Title': 'Administrative Director', 'Phone': '(724) 349-6700', 'Website': 'https://www.ictc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Indiana Wesleyan University-National & Global|IN,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Indiana Wesleyan University-National & Global,Northeast,IN,,Marion,Grant County,Marion / Grant County,41,41,17.9,17.9%,Locale 41,(765) 677-2870,https://www.indwes.edu/,,,,,Higher Ed seed file,"{'Institution': 'Indiana Wesleyan University-National & Global', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'IN', 'City': 'Marion', 'County': 'Grant County', 'ZIP': '46953', 'Locale': '41', 'Poverty Percent': '17.9', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. Jon Kulaga', 'Leader Title': 'President', 'Phone': '(765) 677-2870', 'Website': 'https://www.indwes.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Institute of American Indian and Alaska Native Culture and Arts Development|NM,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Institute of American Indian and Alaska Native Culture and Arts Development,West,NM,,Santa Fe,Santa Fe County,Santa Fe / Santa Fe County,41,41,10.9,10.9%,Locale 41,(505) 424-2311,https://iaia.edu/,,,,,Higher Ed seed file,"{'Institution': 'Institute of American Indian and Alaska Native Culture and Arts Development', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NM', 'City': 'Santa Fe', 'County': 'Santa Fe County', 'ZIP': '87508-1300', 'Locale': '41', 'Poverty Percent': '10.9', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. Robert Martin', 'Leader Title': 'President', 'Phone': '(505) 424-2311', 'Website': 'https://iaia.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': 'Land Grant'}"
CAND|J F Ingram State Technical College|AL,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,J F Ingram State Technical College,Southeast,AL,,Deatsville,Elmore County,Deatsville / Elmore County,41,41,11.1,11.1%,Locale 41,33428551773249,https://www.istc.edu/,,,,,Higher Ed seed file,"{'Institution': 'J F Ingram State Technical College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'AL', 'City': 'Deatsville', 'County': 'Elmore County', 'ZIP': '36022', 'Locale': '41', 'Poverty Percent': '11.1', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Annette Funderburk', 'Leader Title': 'President', 'Phone': '33428551773249', 'Website': 'https://www.istc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
