Title,ExternalKey,TierCode,TierLabel,Segment,RoleFit,OrganizationName,StateCode,StateName,City,County,LocaleCode,LocaleDisplay,SaipePercent,SaipeBand,Basis,ContactName,ContactTitle,Phone,Website,OutreachProgram,OutreachLink,Flags,AssignedRepText,OutreachStatus,LastContact,NextStep,Notes,SourceDataset,ActiveFlag
Darby K-12 Schools,2-school-district-mt-darby-k-12-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Darby K-12 Schools,MT,Montana,Darby,Ravalli County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 821-3841,http://www.darby.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
Darlington Community School District,2-school-district-wi-darlington-community-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Darlington Community School District,WI,Wisconsin,Darlington,Lafayette County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(608) 776-2006,http://www.darlington.k12.wi.us,,,,,Not Started,,,,K12 Locale43,Yes
DARROUZETT ISD,2-school-district-tx-darrouzett-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DARROUZETT ISD,TX,Texas,Darrouzett,Lipscomb County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(806) 624-2221,http://www.darrouzettisd.gov,,,,,Not Started,,,,K12 Locale43,Yes
Dassel-Cokato Public Schools,2-school-district-mn-dassel-cokato-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Dassel-Cokato Public Schools,MN,Minnesota,Cokato,Wright County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(320) 286-4100,http://www.isd466.org/,,,,,Not Started,,,,K12 Locale43,Yes
DAVENPORT,2-school-district-ok-davenport,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DAVENPORT,OK,Oklahoma,Davenport,Lincoln County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(918) 377-2277,http://www.davenportk12.com/,,,,,Not Started,,,,K12 Locale43,Yes
DAVID CITY PUBLIC SCHOOLS,2-school-district-ne-david-city-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DAVID CITY PUBLIC SCHOOLS,NE,Nebraska,David City,Butler County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(402) 367-4590,,,,,,Not Started,,,,K12 Locale43,Yes
DAVIDSON,2-school-district-ok-davidson,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DAVIDSON,OK,Oklahoma,Davidson,Tillman County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(580) 568-2423,http://davidson.k12.ok.us/public-notices/,,,,,Not Started,,,,K12 Locale43,Yes
Davis County Comm School District,2-school-district-ia-davis-county-comm-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Davis County Comm School District,IA,Iowa,Bloomfield,Davis County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(641) 664-2200,http://www.dcmustangs.com,,,,,Not Started,,,,K12 Locale43,Yes
DAWSON ISD,1-school-district-tx-dawson-isd,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,DAWSON ISD,TX,Texas,Welch,Dawson County,43,43-Rural: Remote,44.7,30%+,Locale 43 and SAIPE ≥ 30%,GARY JONES,District Contact,(806) 489-7568,http://www.dawson.esc17.net/,,,,,Not Started,,,,K12 Locale43,Yes
DAWSON ISD,2-school-district-tx-dawson-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DAWSON ISD,TX,Texas,Dawson,Navarro County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(254) 578-1031,http://www.dawsonisd.net,,,,,Not Started,,,,K12 Locale43,Yes
Dawson-Boyd Public School District,2-school-district-mn-dawson-boyd-public-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Dawson-Boyd Public School District,MN,Minnesota,Dawson,Lac qui Parle County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(320) 312-2301,http://sites.google.com/dwby.k12.mn.us/isd378/,,,,,Not Started,,,,K12 Locale43,Yes
Dayville SD 16J,2-school-district-or-dayville-sd-16j,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Dayville SD 16J,OR,Oregon,Dayville,Grant County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(855) 617-2412,http://www.dayvilleschools.com,,,,,Not Started,,,,K12 Locale43,Yes
DE LEON ISD,2-school-district-tx-de-leon-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DE LEON ISD,TX,Texas,De Leon,Comanche County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(254) 893-8210,http://www.deleon.esc14.net,,,,,Not Started,,,,K12 Locale43,Yes
De Smet School District 38-2,2-school-district-sd-de-smet-school-district-38-2,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,De Smet School District 38-2,SD,South Dakota,De Smet,Kingsbury County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(605) 854-3963,http://www.desmet.k12.sd.us,,,,,Not Started,,,,K12 Locale43,Yes
Death Valley Unified,2-school-district-ca-death-valley-unified,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Death Valley Unified,CA,California,Shoshone,Inyo County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(760) 852-4303,,,,,,Not Started,,,,K12 Locale43,Yes
Deblois Public Schools,2-school-district-me-deblois-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Deblois Public Schools,ME,Maine,Harrington,Washington County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 483-2734,http://www.msad37.me,,,,,Not Started,,,,K12 Locale43,Yes
Decatur County,2-school-district-tn-decatur-county,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Decatur County,TN,Tennessee,Decaturville,Decatur County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(731) 852-2391,,,,,,Not Started,,,,K12 Locale43,Yes
Deckerville Community School District,2-school-district-mi-deckerville-community-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Deckerville Community School District,MI,Michigan,Deckerville,Sanilac County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(810) 376-3615,http://www.deckerville.k12.mi.us,,,,,Not Started,,,,K12 Locale43,Yes
DEER CREEK-LAMONT,2-school-district-ok-deer-creek-lamont,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DEER CREEK-LAMONT,OK,Oklahoma,Lamont,Grant County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(580) 388-4333,http://www.dclak12.org,,,,,Not Started,,,,K12 Locale43,Yes
Deer Isle-Stonington CSD,2-school-district-me-deer-isle-stonington-csd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Deer Isle-Stonington CSD,ME,Maine,Deer Isle,Hancock County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 348-9100,http://SU76.org,,,,,Not Started,,,,K12 Locale43,Yes
Deer Lodge Elem,2-school-district-mt-deer-lodge-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Deer Lodge Elem,MT,Montana,Deer Lodge,Powell County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 846-1553,http://www.deerlodgeschools.org,,,,,Not Started,,,,K12 Locale43,Yes
DEER MT JUDEA SCHOOL DISTRICT,2-school-district-ar-deer-mt-judea-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DEER MT JUDEA SCHOOL DISTRICT,AR,Arkansas,Deer,Newton County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(870) 428-8102,http://deermtjudea.k12.ar.us,,,,,Not Started,,,,K12 Locale43,Yes
Deer Trail School District No. 26J,2-school-district-co-deer-trail-school-district-no-26j,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Deer Trail School District No. 26J,CO,Colorado,Deer Trail,Arapahoe County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(303) 769-4421,http://www.dt26j.com,,,,,Not Started,,,,K12 Locale43,Yes
Deerfield,2-school-district-ks-deerfield,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Deerfield,KS,Kansas,Deerfield,Kearny County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(620) 426-8516,http://www.usd216.org,,,,,Not Started,,,,K12 Locale43,Yes
Deerfield Elem,2-school-district-mt-deerfield-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Deerfield Elem,MT,Montana,Lewistown,Fergus County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 538-3852,,,,,,Not Started,,,,K12 Locale43,Yes
DEKALB ISD,2-school-district-tx-dekalb-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DEKALB ISD,TX,Texas,Dekalb,Bowie County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(903) 667-2566,http://www.dekalbisd.net,,,,,Not Started,,,,K12 Locale43,Yes
DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,2-school-district-ny-delaware-academy-central-school-district-at-delhi,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,NY,New York,Delhi,Delaware County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(607) 746-1300,http://www.delhischools.org,,,,,Not Started,,,,K12 Locale43,Yes
Delhi Charter School,2-school-district-la-delhi-charter-school,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Delhi Charter School,LA,Louisiana,Delhi,Richland Parish,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(318) 878-0433,,,,,,Not Started,,,,K12 Locale43,Yes
DELL CITY ISD,1-school-district-tx-dell-city-isd,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,DELL CITY ISD,TX,Texas,Dell City,Hudspeth County,43,43-Rural: Remote,41.0,30%+,Locale 43 and SAIPE ≥ 30%,Melanie Gentry,District Contact,(915) 964-2663,http://www.dellcityisd.net,,,,,Not Started,,,,K12 Locale43,Yes
Delta/Greely School District,2-school-district-ak-delta-greely-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Delta/Greely School District,AK,Alaska,Delta Junction,Southeast Fairbanks Census Area,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(907) 895-4657,http://www.dgsd.us,,,,,Not Started,,,,K12 Locale43,Yes
Denali Borough School District,2-school-district-ak-denali-borough-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Denali Borough School District,AK,Alaska,Healy,Denali Borough,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(907) 683-2278,http://www.dbsd.org,,,,,Not Started,,,,K12 Locale43,Yes
Dennysville Public Schools,2-school-district-me-dennysville-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Dennysville Public Schools,ME,Maine,Pembroke,Washington County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 853-2567,,,,,,Not Started,,,,K12 Locale43,Yes
Denton Elem,2-school-district-mt-denton-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Denton Elem,MT,Montana,Denton,Fergus County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 567-2270,http://www.denton.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
Denton H S,2-school-district-mt-denton-h-s,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Denton H S,MT,Montana,Denton,Fergus County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 567-2270,http://www.denton.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
DENVER CITY ISD,2-school-district-tx-denver-city-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DENVER CITY ISD,TX,Texas,Denver City,Yoakum County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(806) 592-5902,http://www.dcisd.org,,,,,Not Started,,,,K12 Locale43,Yes
Derby School District,2-school-district-vt-derby-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Derby School District,VT,Vermont,Derby Line,Orleans County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(802) 873-3162,,,,,,Not Started,,,,K12 Locale43,Yes
DERMOTT SCHOOL DISTRICT,1-school-district-ar-dermott-school-district,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,DERMOTT SCHOOL DISTRICT,AR,Arkansas,Dermott,Chicot County,43,43-Rural: Remote,37.5,30%+,Locale 43 and SAIPE ≥ 30%,Kristi Ridgell,District Contact,(870) 538-1000,http://www.dermott.k12.ar.us,,,,,Not Started,,,,K12 Locale43,Yes
DES MOINES,1-school-district-nm-des-moines,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,DES MOINES,NM,New Mexico,Des Moines,Union County,43,43-Rural: Remote,30.9,30%+,Locale 43 and SAIPE ≥ 30%,Debbie Martinez,District Contact,(575) 278-2611,http://www.desmoines.k12.nm.us,,,,,Not Started,,,,K12 Locale43,Yes
Desert Center Unified,2-school-district-ca-desert-center-unified,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Desert Center Unified,CA,California,Desert Center,Riverside County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(760) 413-2646,http://dcusd.schoolblocks.com/,,,,,Not Started,,,,K12 Locale43,Yes
DESHLER PUBLIC SCHOOLS,2-school-district-ne-deshler-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DESHLER PUBLIC SCHOOLS,NE,Nebraska,Deshler,Thayer County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(402) 365-7272,,,,,,Not Started,,,,K12 Locale43,Yes
DeTour Area Schools,2-school-district-mi-detour-area-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DeTour Area Schools,MI,Michigan,De Tour Village,Chippewa County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(906) 297-2011,http://detour.eupschools.org/,,,,,Not Started,,,,K12 Locale43,Yes
DeTour Arts and Technology Academy,2-school-district-mi-detour-arts-and-technology-academy,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DeTour Arts and Technology Academy,MI,Michigan,De Tour Vlg,Chippewa County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(906) 297-2011,http://detourata.eupschools.org,,,,,Not Started,,,,K12 Locale43,Yes
DETROIT ISD,2-school-district-tx-detroit-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DETROIT ISD,TX,Texas,Detroit,Red River County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(903) 674-6131,http://detroiteagles.net,,,,,Not Started,,,,K12 Locale43,Yes
Deubrook Area School District 05-6,2-school-district-sd-deubrook-area-school-district-05-6,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Deubrook Area School District 05-6,SD,South Dakota,White,Brookings County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(605) 629-1100,http://www.deubrook.com,,,,,Not Started,,,,K12 Locale43,Yes
Deuel School District 19-4,2-school-district-sd-deuel-school-district-19-4,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Deuel School District 19-4,SD,South Dakota,Clear Lake,Deuel County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(605) 874-2161,http://www.deuel.k12.sd.us,,,,,Not Started,,,,K12 Locale43,Yes
DEW ISD,1-school-district-tx-dew-isd,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,DEW ISD,TX,Texas,Teague,Freestone County,43,43-Rural: Remote,30.5,30%+,Locale 43 and SAIPE ≥ 30%,KENT REYNOLDS,District Contact,(903) 389-2828,http://www.dewisd.org/,,,,,Not Started,,,,K12 Locale43,Yes
DEWITT SCHOOL DISTRICT,2-school-district-ar-dewitt-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DEWITT SCHOOL DISTRICT,AR,Arkansas,Dewitt,Arkansas County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(870) 946-3576,http://www.dewittdragons.net,,,,,Not Started,,,,K12 Locale43,Yes
Dexter,2-school-district-ks-dexter,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Dexter,KS,Kansas,Dexter,Cowley County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(620) 876-5415,http://www.usd471.org,,,,,Not Started,,,,K12 Locale43,Yes
Diagonal Comm School District,2-school-district-ia-diagonal-comm-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Diagonal Comm School District,IA,Iowa,Diagonal,Ringgold County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(641) 734-5331,http://www.diagonal.k12.ia.us,,,,,Not Started,,,,K12 Locale43,Yes
Diamond SD 7,2-school-district-or-diamond-sd-7,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Diamond SD 7,OR,Oregon,Diamond,Harney County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(541) 493-2464,http://www.harneyesd.k12.or.us,,,,,Not Started,,,,K12 Locale43,Yes
Dickenson County Public Schools,2-school-district-va-dickenson-county-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Dickenson County Public Schools,VA,Virginia,Clintwood,Dickenson County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(276) 926-4643,http://www.dcps.k12.va.us,,,,,Not Started,,,,K12 Locale43,Yes
DIERKS SCHOOL DISTRICT,2-school-district-ar-dierks-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DIERKS SCHOOL DISTRICT,AR,Arkansas,Dierks,Howard County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(870) 286-2191,http://www.dierksschools.org,,,,,Not Started,,,,K12 Locale43,Yes
Dighton,2-school-district-ks-dighton,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Dighton,KS,Kansas,Dighton,Lane County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(620) 397-2835,http://www.usd482.org,,,,,Not Started,,,,K12 Locale43,Yes
DILLER-ODELL PUBLIC SCHOOLS,2-school-district-ne-diller-odell-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,DILLER-ODELL PUBLIC SCHOOLS,NE,Nebraska,Odell,Gage County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(402) 766-4171,,,,,,Not Started,,,,K12 Locale43,Yes
DILLEY ISD,1-school-district-tx-dilley-isd,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,DILLEY ISD,TX,Texas,Dilley,Frio County,43,43-Rural: Remote,33.3,30%+,Locale 43 and SAIPE ≥ 30%,KELLI DUBOSE,District Contact,(830) 965-1912,http://www.dilleyisd.net,,,,,Not Started,,,,K12 Locale43,Yes
Dillingham City School District,2-school-district-ak-dillingham-city-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Dillingham City School District,AK,Alaska,Dillingham,Dillingham Census Area,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(907) 842-5223,http://www.dlgsd.org,,,,,Not Started,,,,K12 Locale43,Yes
